manufacturer,price,number_of_reviews,average_review_rating,sellers,cat,sub_cat,name,info,desc,reviews
597,45.99,2.0,5.0,1822,17,110,1.006355,-0.96406746,-1.6041573,-5.1041403
1072,538.73,1.0,5.0,825,17,93,2.149452,-1.1223183,-2.3544145,0.48522577
1638,21.5,2.0,5.0,228,14,46,-3.0558374,-1.2143505,-2.1287203,-4.8483887
1974,3.5,3.0,4.7,1081,32,64,1.0978926,-1.5841627,-1.3283721,-0.072433025
1961,13.99,5.0,4.6,562,21,75,1.0776033,-0.9585593,-2.011883,1.0399847
1131,8.73,2.0,5.0,1822,9,122,-2.3219092,5.813889,-0.98386335,-0.6339089
2219,5.95,1.0,5.0,447,39,76,-2.4082146,5.813227,-1.535493,-0.30939883
771,5.21,8.0,5.0,1547,0,8,0.06033814,-1.0562692,-1.8068932,0.3196996
1135,39.75,1.0,5.0,894,7,140,2.8494582,-1.04142,-2.1361442,1.6637871
1986,1.95,2.0,4.5,1822,29,10,-0.9556166,-0.8740659,-0.27909148,-0.20442306
1567,7.85,2.0,4.0,1822,9,122,5.516904,-0.8599451,-1.1475608,4.0249295
943,0.89,79.0,4.3,1822,17,110,-0.42797834,-1.0157398,0.20237717,-2.2319
84,4.49,9.0,4.7,1822,29,10,-2.2134287,-0.81364197,0.0749553,-1.8280158
544,4.5,2.0,5.0,1720,5,49,-8.137441,-0.7232732,-2.1264343,5.5128136
1974,12.99,38.0,4.6,1081,32,69,-1.1529218,5.694602,-2.1390622,-5.345383
869,2.95,2.0,5.0,1514,0,29,3.7622652,-1.8117962,-2.5932844,3.6980622
2110,11.61,1.0,5.0,1822,14,56,-0.73097396,-1.4324464,-2.814967,1.4278413
2168,53.2,1.0,5.0,1563,7,140,7.0700355,-1.3817931,-2.0943823,6.404228
1974,14.99,37.0,4.9,1199,32,69,-0.37141275,-1.6732603,-1.7733644,-0.9517174
1358,1.5,1.0,5.0,1822,9,51,0.76814157,-1.4872327,-1.8457134,2.969799
1597,3.99,1.0,5.0,16,29,43,2.8863585,-1.0613871,-1.0970693,0.7818393
2055,19.99,3.0,5.0,1822,5,72,-0.5933788,-1.1448094,-2.098897,-4.894887
1533,35.72,12.0,4.3,990,13,103,-1.4042985,-1.7454269,-2.1384404,-1.9459162
1714,39.99,2.0,5.0,1822,17,121,-0.39013886,-1.8325862,-2.5036201,0.19057727
635,1.72,1.0,5.0,444,29,10,2.846189,-0.72883004,-2.0450025,2.441511
1533,24.99,4.0,4.8,81,13,57,-2.028316,-1.47823,-1.6647158,-3.908739
103,2.43,10.0,4.2,1822,0,97,7.209757,5.5178976,-2.1468506,-0.3967879
1291,15.99,5.0,4.4,1822,17,121,3.0420585,-0.9123077,-2.5652153,2.0544317
1533,3.99,11.0,4.8,81,13,57,-3.9749866,-1.3216231,-1.4645195,0.83941835
2170,14.99,1.0,5.0,838,7,140,3.6931465,-1.1648765,0.63500375,-0.5252073
987,37.58,1.0,5.0,1822,34,14,-6.2863483,-1.0844859,-2.832646,-4.28715
2315,0.99,3.0,4.7,1683,0,29,7.7345276,-1.5250409,-2.452285,1.7714932
291,4.65,20.0,4.7,253,12,2,1.7325674,-0.717802,-2.0876706,-3.4259179
149,11.95,14.0,4.5,118,40,151,3.7790418,6.0135922,-2.4728036,-2.430607
319,10.99,19.0,4.8,1534,0,35,3.7500522,-0.90882534,-1.698092,-3.3400567
1651,114.99,2.0,4.5,1822,14,23,1.5611889,-1.2776537,-1.7686054,-4.635506
1888,11.98,1.0,5.0,1587,17,142,2.1764379,-1.2751739,22.461107,-2.455121
1806,3.99,2.0,5.0,1650,0,8,-6.8210964,-1.0466701,22.461107,5.1043878
584,102.14,1.0,5.0,824,13,116,4.135595,-0.8442376,-1.995205,1.0278473
2241,7.99,1.0,4.0,1398,17,142,-0.3768359,-0.8167541,-1.5069307,-3.5435247
108,9.49,1.0,5.0,113,7,140,5.178111,-1.0807272,22.461107,3.6977444
503,9.79,1.0,5.0,922,17,93,3.55831,-1.3099566,-0.04863419,3.367512
483,56.42,1.0,5.0,1219,13,116,-2.3423905,-1.4072046,22.461107,-0.9010353
1781,8.99,1.0,4.0,1014,12,2,-4.3481045,-0.8486715,1.1227168,5.345565
199,27.99,2.0,4.5,129,13,116,-7.152726,-1.0742584,-2.8927808,-2.330763
1358,3.0,2.0,5.0,1822,9,51,1.2336714,-1.5794767,-1.9059927,-0.79644454
1597,42.88,1.0,5.0,1822,29,43,2.0488093,-1.3212726,22.461107,-2.7217774
1838,5.99,7.0,4.7,1822,13,1,3.8192194,-0.99195087,-1.2724882,-2.598531
1533,11.97,0.0,0.0,1403,13,1,1.6080112,-1.2857594,-1.0366689,-5.9809194
2101,32.95,2.0,5.0,1174,17,91,-0.9461618,-1.549761,22.461107,-3.7680652
1996,6.45,10.0,5.0,742,7,138,1.6384095,5.9534817,-0.94410974,1.279527
49,2.28,1.0,5.0,398,14,22,3.2234478,6.087363,-0.15922703,5.075423
798,14.99,5.0,4.0,1822,17,110,-0.7059128,-1.84891,-2.087567,2.0131345
1382,35.99,2.0,4.0,1530,13,1,0.69137245,5.7977943,-1.9221342,-2.5929286
1433,7.4,1.0,5.0,526,7,140,-4.209143,-1.391007,-2.6654243,5.957815
869,20.7,14.0,4.4,1666,0,29,4.981082,5.5721536,-2.0657706,-1.7312369
1243,10.77,1.0,5.0,829,17,142,7.1899333,6.090765,-1.9726607,-1.8563925
1823,10.99,4.0,4.8,1175,12,37,1.7323024,-0.7797697,-2.1794312,0.9834639
1476,11.64,1.0,4.0,1822,29,43,-1.4707118,-1.2105609,-1.2119215,4.685532
2170,13.19,1.0,5.0,1822,7,140,0.11696871,-1.0206319,-2.7284133,-1.8213761
1462,34.98,1.0,5.0,1822,17,110,-3.7359061,-1.8047962,-1.734788,1.2404863
747,2.15,2.0,5.0,1822,29,43,3.592419,-1.289638,-1.9631271,0.078209855
544,9.99,1.0,5.0,81,5,49,-4.269572,-1.348955,-1.484502,-2.216058
2079,9.99,3.0,5.0,659,40,151,-1.9266,-1.2293589,-0.78965914,1.5256414
20,19.99,1.0,5.0,1132,13,116,1.275892,5.8434978,0.9768008,-2.4074166
887,43.3,1.0,4.0,1822,5,128,-2.128386,-1.3612297,-3.0054016,-3.906767
2349,2.68,2.0,5.0,1822,0,29,6.261897,5.955141,-1.5644937,0.43621725
6,10.64,11.0,4.2,81,34,14,-3.8024967,-1.6712478,-1.8167422,-3.8085253
1275,4.99,1.0,5.0,715,40,151,1.1647533,-1.3970846,-2.9225984,6.104053
1456,31.04,1.0,5.0,1822,17,142,-1.5367548,-1.0482656,22.461107,-1.4346858
201,15.27,3.0,4.3,806,7,140,5.0516105,-1.4753706,-1.6934222,-2.281513
269,41.35,2.0,5.0,764,34,16,-1.2708077,-1.2020353,-0.29238072,-4.5309258
347,34.99,2.0,5.0,1822,0,28,-3.166251,-0.9701065,-2.0348742,-1.7342447
1358,3.0,2.0,5.0,1822,9,51,-3.2306256,-1.4456158,-2.4006963,-0.8729736
384,19.99,46.0,4.5,569,14,25,-0.9107808,-1.1794133,-0.8617735,-3.9884307
1760,31.99,3.0,5.0,1149,7,140,-5.1631417,-1.5920061,-2.0663571,-1.2781023
1724,12.34,6.0,4.3,121,0,35,1.1651242,5.095973,-1.6231538,-4.7508855
607,2.18,18.0,4.3,1822,17,110,-6.8649697,-1.2135031,-1.613473,-4.142533
1948,4.49,1.0,5.0,786,14,46,8.530953,-0.9121527,-2.0272408,4.6357408
1905,30.23,1.0,5.0,212,5,135,1.196869,-0.9785321,-2.0860343,-2.0496864
1758,1.99,1.0,5.0,1208,29,43,0.31569728,-1.1005147,-2.0910332,1.6415124
1089,13.99,3.0,4.0,1720,31,118,-8.626241,-1.2062354,-1.6773552,4.7704034
1896,6.23,1.0,5.0,659,40,151,-2.2584121,-1.2052345,-0.816421,-4.1427345
781,14.99,1.0,5.0,1558,14,145,-1.5646838,5.6042657,-2.3854125,-4.932124
988,2.49,6.0,4.8,1822,5,49,-1.0493598,-1.1259457,-1.1689264,0.24840346
446,9.99,8.0,4.3,266,0,97,2.8005948,-1.4994047,-1.9865384,-3.374834
1358,6.25,1.0,5.0,1822,9,51,1.1155478,-1.4219514,-2.3322248,1.7552371
2341,20.49,2.0,4.5,1822,21,75,-4.2076845,-1.1987704,-1.2644606,-1.7267795
2079,3.4,50.0,4.5,1298,13,116,-0.34493017,-1.4493568,-2.008673,-2.2923973
1943,11.99,3.0,5.0,1822,40,151,-0.4609747,-1.008846,-1.8660408,-3.5469205
2117,29.81,2.0,5.0,894,7,140,4.3560658,-0.9422872,-2.1361442,-0.5211062
240,5.99,3.0,5.0,1822,17,93,-7.549758,-1.5411264,-2.1491168,0.1928807
1829,18.09,2.0,4.5,519,14,46,-1.4386249,5.5375304,-1.0504885,-1.2462701
154,1.82,1.0,5.0,421,29,10,3.035657,5.8850417,-1.4157016,-2.0776613
1961,10.99,10.0,4.6,562,21,75,-2.3569431,5.7650967,22.461107,-1.93036
464,14.97,5.0,4.2,1822,0,28,1.9634006,-1.4308071,-1.8346584,-3.233001
1782,44.35,8.0,4.3,748,34,14,-5.02281,-1.599628,-2.1271725,-4.447258
2331,4.5,1.0,4.0,346,29,10,-7.176207,-1.0106305,-2.1176302,2.7311585
173,12.19,4.0,4.0,131,1,113,-3.6593463,-1.1087818,22.461107,-1.4958562
1627,34.55,6.0,4.3,1822,14,22,-0.44226173,-1.3847464,-2.1021402,-3.8454185
628,1.49,22.0,4.6,1822,29,10,5.4249754,-1.0381342,-0.84618676,0.18728742
379,16.59,1.0,5.0,862,14,46,2.115233,-1.304453,-2.0215988,-1.8645749
1568,25.99,66.0,4.6,81,13,1,-3.7159426,5.4248137,-1.2217605,-4.682249
1781,3.38,2.0,5.0,1234,12,37,-1.1468393,-1.0892605,-2.001018,0.5566527
687,12.07,2.0,5.0,212,13,89,4.252351,-0.7712547,-2.065149,-0.71173286
315,10.99,1.0,4.0,1235,17,93,0.37454328,-1.5505939,-1.5487723,3.7566926
563,592.95,1.0,5.0,699,13,38,3.0636497,5.347445,-0.6997862,-3.577385
1159,1.46,1.0,5.0,81,14,22,2.7447486,-0.91476,-1.4090158,0.84004885
1181,2.5,1.0,5.0,1645,7,140,-1.3835068,-1.1218113,4.0525713,-1.5636895
864,7.95,2.0,4.5,134,14,56,-2.7220106,-1.3127941,-2.2554715,-3.3151429
98,1.29,31.0,4.9,1822,0,34,-6.0596385,-1.4207935,-1.464962,-3.5657604
476,6.69,2.0,5.0,1822,14,46,-1.1014348,-1.0608625,-2.5909333,-0.88708013
1562,175.62,1.0,5.0,1740,7,140,3.9549026,-1.0306664,-2.1361442,-4.4154143
2303,0.9,3.0,5.0,1683,0,29,3.78364,-1.4553663,-2.452285,5.9542036
2138,12.0,14.0,4.1,596,12,2,-4.6704335,-0.77121335,-1.3450651,-1.5512843
644,7.34,1.0,5.0,872,9,51,-4.0767207,-1.0703216,22.461107,-1.3784325
1118,8.58,5.0,4.8,1822,13,1,2.638719,-0.97681904,-1.8489398,-2.5909784
1464,1.2,5.0,4.0,1003,18,117,2.1659398,-1.0550606,22.461107,1.4500014
1821,29.9,1.0,5.0,1743,5,128,0.8514473,-1.3131577,-2.9148505,-3.415426
615,24.99,22.0,4.4,404,12,2,6.5030217,-0.782701,-2.2344267,-4.0399013
1974,2.97,1.0,5.0,493,32,69,-3.681158,-1.7919114,-1.9352187,0.0046869894
1433,10.79,3.0,4.7,214,7,140,-4.813832,-1.6511201,-2.2734766,5.458294
1821,20.97,1.0,5.0,9,5,49,-0.9361884,-1.3092201,-0.83944976,3.2772133
749,10.0,1.0,4.0,1566,40,151,0.42675403,-0.99237096,22.461107,-0.6737815
180,104.66,2.0,5.0,1181,17,93,6.765987,-1.1277237,-0.04863419,-0.3233302
1318,15.98,1.0,5.0,816,29,43,3.5539708,-0.9985635,22.461107,5.2950706
560,10.98,1.0,4.0,985,32,69,-8.053241,5.8928704,-0.5987466,-2.5950453
843,19.86,5.0,4.4,620,32,69,-10.398496,-1.4117514,1.1120405,-3.3390403
1328,7.29,1.0,5.0,1822,40,151,3.3816915,6.0543976,-1.2809753,-2.5046687
250,4.85,1.0,4.0,1320,0,34,-2.3555048,-0.928198,-2.079765,1.5411353
1642,15.45,2.0,5.0,1403,7,140,4.9712663,-1.3901045,-2.1211758,-0.50781065
1782,24.99,1.0,5.0,213,9,122,1.0713232,-1.0259037,-1.9418507,-1.2120745
447,1.68,9.0,4.6,43,0,97,-1.1697128,-1.3521105,-1.5294253,-1.3112962
650,2.59,6.0,4.8,1822,17,110,-0.90875834,6.4007263,-2.1949835,1.6374358
936,399.99,4.0,5.0,1822,17,33,-1.8122448,-1.4973377,-1.1767031,1.7299182
2077,7.99,15.0,4.3,81,13,116,5.1461763,-1.4831169,-2.2190764,0.6968533
1660,49.95,1.0,5.0,526,17,93,0.8010514,5.611075,-0.2630879,-1.8110071
188,23.71,1.0,5.0,1822,40,151,-0.6679882,-1.3016964,-0.9488671,-2.7459657
526,25.44,6.0,4.0,1399,13,116,-2.9091573,-1.1642696,-2.1173759,-3.6818404
119,2.42,1.0,5.0,43,0,97,7.0611258,6.025559,-1.1686656,-3.5080209
1996,14.99,20.0,4.1,1822,7,138,-2.4651191,-0.8010595,-0.9732522,-4.061084
2225,1.25,2.0,5.0,1822,34,80,0.19715275,-1.3203336,-1.2064207,5.198331
690,64.99,3.0,5.0,1822,34,80,3.2110703,-1.2944528,-1.9553546,-3.6140192
1132,24.87,1.0,5.0,1822,7,140,5.1834836,-1.000087,-2.1361442,3.8177292
460,1.49,1.0,5.0,633,29,10,-2.8118827,5.6291885,-1.2432892,6.1346383
2307,0.99,1.0,5.0,1683,0,29,1.5536661,-1.6521176,-2.452285,3.345388
887,12.99,1.0,4.0,893,5,72,1.6463605,-1.107661,-2.2780316,6.3749113
1786,5.99,1.0,5.0,631,9,122,0.9346652,-1.1435852,-1.9779559,0.30373544
1197,42.0,1.0,5.0,1204,12,2,2.7329497,-0.9744833,-2.5892527,2.011236
452,9.46,2.0,5.0,1700,0,29,3.5272143,5.751861,-2.462567,-0.24653429
1433,20.95,1.0,5.0,901,7,140,-2.0019329,-1.2166948,-2.275479,-1.6355029
2286,5.99,1.0,5.0,1822,29,10,6.0068893,-0.9038694,-1.8883429,2.7565808
1381,16.68,1.0,5.0,1197,40,151,-1.3070829,-1.1197624,-2.521604,-0.15449257
978,9.99,35.0,4.7,658,12,2,1.4587121,-0.85365826,-2.9014182,-3.385915
503,11.95,4.0,4.3,1822,17,93,-3.045255,-1.1928371,-0.9358883,-2.6983364
937,30.63,4.0,4.0,523,17,121,-3.1676295,-1.4663433,-1.371999,-1.6579317
2105,1.59,25.0,4.2,81,29,43,3.7109048,5.833706,-2.300401,-2.8117373
2276,1.95,4.0,4.0,1822,34,14,-4.4794645,6.2167573,-0.56844676,1.9782187
2091,18.97,2.0,5.0,1822,32,69,-2.8935418,-0.9889383,-1.3823197,1.7360556
820,4.25,33.0,4.9,1083,21,21,-6.899956,5.960978,-2.184615,-3.2657769
792,14.5,3.0,4.3,1822,12,2,2.9741743,-0.85773706,-1.9629112,4.127621
1264,6.99,6.0,4.5,983,40,151,1.570918,-1.2379274,-1.7980679,-1.4566381
1118,28.95,109.0,4.9,282,40,151,0.1631855,-1.8543535,-1.0851984,-3.2515876
437,9.99,5.0,5.0,81,7,140,-5.274764,-1.1496873,-2.3463614,3.3451796
270,27.02,2.0,5.0,1822,17,93,-2.691314,-1.524016,-1.605252,-0.08157623
938,13.94,4.0,4.5,1659,14,25,-2.894991,-0.9889423,-1.8098428,-1.6505351
1905,11.85,1.0,5.0,1178,17,93,1.9233522,-1.0668485,-1.6754845,-2.118704
1499,1.99,1.0,5.0,81,0,29,1.8816508,-1.6301738,-1.449638,5.8088665
982,6.32,8.0,4.8,1520,1,126,0.72352594,-0.82392466,-1.3212183,-3.0012624
1459,25.99,3.0,4.7,1417,13,81,0.029943218,-1.2047256,-2.2411122,1.3673187
1601,18.85,2.0,4.5,849,0,17,3.6907403,5.492337,-1.6079853,-1.7666543
1824,1.99,2.0,4.0,1822,12,2,-2.600515,-0.8661477,-0.038604006,4.277351
2245,8.25,29.0,4.4,1822,17,142,2.0351357,5.5447555,-2.1181686,-1.3778603
1379,17.7,1.0,5.0,474,7,140,-1.4800528,-1.2167695,-0.43316838,-2.6738834
1620,5.5,4.0,5.0,1822,0,29,2.2172327,-1.3792987,-2.3528016,1.6926998
252,1.49,11.0,4.5,1729,29,10,2.012578,6.005255,22.461107,-2.3830693
18,35.0,1.0,5.0,1822,32,69,4.1388555,5.7361507,-1.1972835,2.6625705
2314,4.5,14.0,4.8,1683,0,29,3.091971,5.6916704,-2.452285,-2.4861512
1711,44.99,13.0,4.4,81,31,118,1.3703712,-1.7609109,-1.3274472,-3.8746011
1476,2.94,2.0,4.5,1066,12,2,-5.283681,-0.5497362,-1.8698272,-2.6872191
380,6.7,34.0,4.5,1822,14,22,-1.8853723,-1.1053089,-1.1547093,-1.6106468
301,35.29,21.0,4.9,81,7,140,-0.23531102,-1.8569276,-2.0065866,-1.8823699
1856,4.93,1.0,5.0,1127,29,10,0.08883588,-0.99606884,-1.2565806,7.0926247
1495,5.99,9.0,4.9,1671,14,56,-7.4548354,-1.3131284,-1.6953921,-0.35721454
2190,11.59,15.0,4.5,1822,0,28,-2.7192314,-1.3277977,-2.0085716,-2.5898936
192,18.21,1.0,5.0,450,13,116,-1.764035,-1.0164617,4.2196116,4.207885
1051,11.5,3.0,4.7,174,34,31,6.4474335,5.9138613,-2.2059517,-1.379251
1082,49.99,2.0,5.0,1516,14,23,7.4512825,5.771893,-2.758691,1.4040526
2183,26.99,1.0,4.0,253,12,37,-1.6555345,-0.82347465,-2.3805246,-0.12775078
682,16.99,4.0,5.0,689,40,151,-4.1747465,-0.9895942,-2.1312664,3.869452
1049,3.0,1.0,5.0,722,12,2,-2.6088886,-0.89891917,-1.5285128,-3.4926832
1821,91.03,1.0,5.0,824,5,128,0.56913376,5.8556385,-1.7250999,-1.9150904
1533,21.8,2.0,4.0,1822,13,81,-1.0061414,5.5182066,-1.8213576,-2.7702417
1191,3.88,1.0,5.0,1400,32,69,1.90038,-1.1290611,22.461107,-1.4757266
56,12.99,12.0,4.3,1822,13,1,-0.32678938,-1.1834757,-1.7679098,-3.0071115
1465,1.8,8.0,4.6,981,29,43,-0.713693,-1.0759468,-0.9254854,2.0271811
1253,3.95,1.0,5.0,1822,17,142,1.3382102,-0.94259,-0.51993304,-1.3331791
2308,0.99,4.0,4.5,1683,0,29,6.5652337,-1.3817772,-2.452285,5.58979
206,1.69,2.0,4.5,1822,0,29,2.803089,-1.4996411,-3.3403788,1.8740891
503,15.25,1.0,5.0,1822,17,93,0.005981771,-1.3066535,-0.6019124,2.039506
1118,49.95,3.0,5.0,1822,40,151,-1.95045,-1.7577682,0.010737343,-2.1617558
353,49.99,45.0,4.2,1822,14,52,-3.1822803,-1.2719066,-1.4474885,-2.4936018
1829,4.21,1.0,5.0,1822,17,142,-8.249184,-1.1954128,0.103643656,-1.7063191
1433,7.4,2.0,5.0,901,7,140,0.25590265,-1.0484047,-0.36679384,5.5334153
1433,6.75,1.0,5.0,973,7,140,-6.3101907,-1.2514777,-2.056273,4.1875
1929,18.46,1.0,5.0,485,13,116,-2.2563918,-1.2689546,-1.6497312,5.5856056
1495,5.99,10.0,4.5,289,14,52,-6.501003,-1.3515688,-2.5527341,1.0533899
1433,6.45,3.0,4.7,973,7,140,-3.6164591,-0.8078523,-2.6258438,-0.6920779
721,20.11,1.0,5.0,1822,17,33,1.8396299,5.7548914,-2.1772332,-0.06791546
628,2.03,4.0,5.0,421,29,43,4.6151466,6.025177,-1.9442415,1.3601528
1773,3.96,1.0,5.0,1028,34,80,6.4247594,5.7801585,-1.2282221,3.6004367
2055,22.61,1.0,5.0,1822,5,72,-0.090316415,-1.3992826,-1.5395557,-3.756753
1594,6.0,2.0,4.5,1087,14,46,-0.8572263,-1.2093948,22.461107,-2.4220452
311,19.99,17.0,4.8,81,5,49,-8.492156,-1.3280386,-1.5796448,-2.145922
1903,3.68,1.0,4.0,29,0,29,-1.9653765,-1.2230619,-2.304395,-0.85647017
544,23.38,2.0,5.0,470,5,49,-3.8633046,-0.8207675,-1.1013942,0.37064883
974,27.17,6.0,4.2,1822,31,118,1.7341697,-1.3873457,-1.9340947,-0.5734084
1388,18.5,57.0,4.4,1822,5,71,-0.9937204,-1.6879247,-2.0910761,-3.9685593
2303,0.9,2.0,5.0,1683,0,29,5.1588783,5.674166,-2.452285,4.354668
1232,8.78,2.0,4.0,740,5,72,-1.981657,-0.54163235,-1.7112387,1.179236
1315,8.51,1.0,5.0,1822,17,91,-0.36667603,5.8812733,-0.7056855,-4.134514
96,61.06,1.0,5.0,1822,13,116,-4.1459823,-0.8615102,-0.8562949,0.33646098
453,5.99,10.0,4.2,123,5,39,-0.28855178,5.3139157,-1.6625413,-2.8922622
1433,7.24,5.0,4.0,214,7,140,-6.7153926,-1.4055676,-2.3055956,3.8430972
1332,15.95,2.0,4.5,895,7,140,2.9661102,-1.2255644,-2.1361442,-1.825023
1132,568.12,1.0,5.0,1822,7,140,4.4536757,-0.8779466,-2.1361442,-4.7294188
2300,14.99,1.0,5.0,41,7,140,6.884485,6.153104,-1.7506025,5.483767
1718,3.99,2.0,5.0,81,13,103,-4.2291527,-1.4035879,-2.6991847,5.4753985
301,10.48,1.0,5.0,1403,7,140,-5.409532,-1.7064404,-2.2158504,-0.12676565
1808,12.97,20.0,4.0,1473,34,80,-6.026914,-1.1208205,-1.6832396,-3.5843568
786,13.5,79.0,4.5,1338,12,2,2.568372,-0.9031503,-1.5687749,-1.6967367
1358,3.25,1.0,4.0,1822,9,51,-2.8425863,-1.5927553,-1.9456828,-0.7821599
388,11.93,1.0,5.0,1822,14,46,0.31174538,-1.023661,-2.66383,-3.9692836
180,70.0,1.0,5.0,1388,7,138,-2.5203595,-1.1169221,-1.0711254,0.33290416
80,3.95,3.0,5.0,1822,15,70,-9.534473,5.7331586,-1.1117953,1.4342896
870,2.89,9.0,5.0,1514,0,29,2.6945193,-1.5722133,-1.1975315,-0.23548748
1569,7.99,14.0,4.4,1141,13,1,-5.3170424,-1.4946941,-0.9736222,-1.3267659
637,6.59,2.0,4.5,1022,12,2,1.2652022,-0.8778691,-0.49296764,-0.69284445
198,8.99,33.0,4.1,1822,2,115,-5.8946047,4.912846,-1.0097641,-2.0389104
509,6.99,1.0,5.0,1822,7,140,-0.4835509,-1.1935034,22.461107,2.7183213
987,7.98,3.0,4.3,1720,34,14,-2.2735577,-1.2182555,-1.4573549,3.409887
1329,18.98,1.0,5.0,325,9,122,1.5012077,-1.0708654,-1.65849,4.504713
1776,77.44,4.0,5.0,667,7,138,-3.426203,-1.7588894,-2.6857297,-2.5667074
1083,21.99,1.0,5.0,1822,1,124,0.03127208,-1.2552313,22.461107,2.7831638
682,4.29,7.0,4.6,987,17,93,3.4587753,-1.4559286,-1.5928303,-3.1138945
544,29.99,7.0,4.0,1406,5,49,-4.084971,-1.2315663,-2.0366476,-3.2167346
1023,3.99,1.0,5.0,206,14,46,7.557261,6.0666337,-1.4276749,0.27059105
1996,2.65,1.0,5.0,852,7,138,3.4167373,-0.8860653,-2.081509,1.8941522
41,91.57,1.0,5.0,1161,7,140,2.4300811,5.699725,-1.8276947,-4.289202
122,29.9,1.0,5.0,1628,13,116,-4.2615166,-0.891607,0.5567982,2.7392735
1569,7.59,24.0,4.2,1545,13,1,-6.6940527,-1.5826894,-1.4702119,-1.041931
1362,14.81,2.0,4.5,1639,17,33,-0.76266724,-1.2950387,-1.8778749,-2.9517472
1764,10.0,1.0,5.0,446,0,17,0.2800323,-1.2531476,-1.1181744,6.2748775
1406,1.99,3.0,4.7,37,12,2,-1.5358497,-0.7783735,1.991401,5.226508
1827,21.5,11.0,4.9,198,40,151,1.2465324,-1.3700659,-1.9032406,-1.5473037
844,9.53,1.0,5.0,1822,14,22,-0.58134526,-0.75811595,0.52534467,2.5024638
2263,23.67,6.0,5.0,900,17,91,0.47810024,-1.5502692,-1.6962287,-3.7900674
1996,29.99,5.0,4.8,1822,7,138,0.75782716,-0.88109785,0.86724025,0.636741
1768,3.77,4.0,4.8,1822,17,142,-5.383853,5.7287173,-2.734583,1.9337298
1517,1.95,3.0,5.0,1656,0,97,0.5678541,-1.4129771,-1.4433718,3.7068157
204,0.99,1.0,5.0,152,0,29,-0.12187287,-1.3846928,-2.0569732,0.99279064
844,48.08,1.0,5.0,1297,40,151,-3.8708167,5.430448,-1.5439521,-1.6488398
1482,1.5,8.0,4.6,1013,29,10,0.15419316,6.052299,1.0457413,2.9957922
628,1.22,3.0,4.3,421,29,10,4.113513,6.072668,-1.4157016,3.4604847
628,1.33,1.0,5.0,421,29,10,3.2792773,-0.92337054,0.3565718,5.358305
1794,167.1,1.0,5.0,1654,17,93,5.2837224,-1.4156128,-2.8065653,-2.9725287
1760,22.25,1.0,5.0,233,7,140,-2.7579906,-1.5475417,-1.7095202,5.9202604
2082,4.45,1.0,5.0,1822,40,151,2.9351609,-1.0303656,5.274333,3.7682433
2178,10.95,1.0,5.0,439,12,2,3.3294551,-0.97900516,-2.4076328,5.3094335
240,4.99,5.0,5.0,178,17,93,-3.5405414,-1.540179,-1.9835002,2.5055497
183,9.99,1.0,5.0,1534,0,35,1.5647148,-1.1989394,22.461107,0.86792696
2149,6.0,1.0,5.0,1142,9,122,6.3168235,-0.88245374,-1.1490012,-4.5944443
2113,25.63,5.0,4.4,1822,5,146,2.183149,-1.1203414,-1.8868685,-3.9116905
1309,13.5,1.0,5.0,265,17,91,5.557981,-1.2960424,22.461107,5.202081
677,37.29,1.0,5.0,1269,17,91,3.5521042,-1.0608392,-1.8568317,-3.0050626
1358,2.6,1.0,5.0,1822,9,51,-4.971014,-1.4894788,-2.0724473,-0.609407
13,61.42,3.0,5.0,1468,7,140,0.2852523,-1.5440569,-0.85665053,4.4970555
169,4.2,1.0,5.0,1822,0,29,7.726539,-1.3552761,-1.3895831,4.7798934
2116,11.5,43.0,4.2,736,5,147,0.5882998,-2.0311763,-1.5019504,-2.4233181
1118,6.95,5.0,4.6,1822,13,1,4.133781,-1.1647934,22.461107,2.8866878
771,5.52,4.0,5.0,1463,0,8,-0.13457642,-1.2744329,-1.7455055,0.32276067
1488,1.71,3.0,4.0,621,17,93,1.3580713,-1.2351557,-1.9367169,2.167227
2178,13.95,2.0,4.0,662,12,2,2.1916573,5.6672187,-3.632782,-4.9858403
1362,61.18,2.0,4.5,875,13,116,-0.9652345,5.6033025,-0.9593767,-4.069565
1819,29.99,15.0,4.5,1822,13,116,0.44391963,-0.92833406,-0.80343044,-0.16321883
141,22.4,2.0,5.0,1261,40,151,2.6053524,-0.50025904,-1.9530189,1.9816558
201,24.95,1.0,5.0,1160,7,140,-0.94895935,-1.9991766,-1.9146643,0.61135185
625,12.99,2.0,4.5,1822,21,75,4.1455393,-1.257406,-2.3739848,-0.49312094
300,19.99,2.0,4.5,1822,34,80,-3.731525,-1.0241697,-1.8015556,-2.8428354
290,17.99,29.0,4.6,604,7,138,-3.827053,-1.8667256,-1.7862593,-3.5932336
291,3.99,1.0,4.0,1822,29,43,-4.934403,-0.8677581,0.5765228,0.012477894
1827,13.64,3.0,4.3,1311,40,151,-0.60644454,5.682133,-1.1020001,1.2218359
793,4.45,1.0,5.0,1338,12,2,1.8480308,-0.6063346,-1.7332401,-0.703984
1353,19.95,4.0,4.8,1316,17,33,-6.185797,-1.4256446,-0.8917104,-0.34148452
2010,12.04,2.0,5.0,486,7,140,-0.84399784,-1.1754215,-0.46882483,-0.7266854
857,39.99,6.0,4.2,212,34,80,-0.6383564,-1.2401106,-1.2239242,-4.7256303
